"id","date","invoices_distribution_types_id","clients_id","invoices_types_id","invoices_status_id","id","products_id","number","price","value",""
"6364","2020-10-03 15:50:00","1","1296","4","1","72050","33706","1.00000","8.97000","8.9700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72133","33701","1.00000","11.37000","11.3700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72134","33695","1.00000","19.17000","19.1700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72135","33677","1.00000","20.97000","20.9700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72137","33692","1.00000","10.77000","10.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72140","33520","1.00000","13.77000","13.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72142","33495","1.00000","10.77000","10.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72144","33531","1.00000","6.57000","6.5700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72147","32876","2.00000","11.37000","22.7400000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72150","33578","1.00000","22.77000","22.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72196","33704","1.00000","7.77000","7.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72198","33653","1.00000","17.37000","17.3700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72200","33651","1.00000","23.37000","23.3700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","72202","33580","1.00000","20.37000","20.3700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","73468","31380","1.00000","10.19400","10.1940000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","77917","33953","1.00000","13.17000","13.1700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","77920","33604","1.00000","16.17000","16.1700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","77921","31590","1.00000","19.17000","19.1700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","77923","33816","1.00000","14.97000","14.9700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","77924","34251","1.00000","17.97000","17.9700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78347","34514","1.00000","16.17000","16.1700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78348","34538","1.00000","8.37000","8.3700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78349","34524","1.00000","13.77000","13.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78350","34509","1.00000","5.37000","5.3700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78351","34519","1.00000","19.17000","19.1700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78358","34357","1.00000","16.17000","16.1700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78509","34419","1.00000","19.77000","19.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78510","34423","1.00000","19.77000","19.7700000000",
"6364","2020-10-03 15:50:00","1","1296","4","1","78511","34424","1.00000","19.77000","19.7700000000",
